LocationID,lisa_q,lisa_p,lisa_I
24033800212,0,0.051,0.008001431232501403
24033800410,0,0.481,0.009235596148046286
24031700902,0,0.247,-0.05083821515069257
24031706013,3,0.001,1.0073235511553877
24031701102,0,0.451,-0.0008723049170845405
24033800505,0,0.294,-0.014104066126327218
24033800511,0,0.415,0.011782617230556628
24033800206,1,0.035,0.1472786935720934
24031700901,0,0.097,0.10644039931802494
24031700728,0,0.122,-0.020134356637382635
24031703223,0,0.165,-0.1649534458188039
24031701704,2,0.03,-0.24458641086555713
24031706005,3,0.001,1.143429668224867
24031701409,0,0.378,-0.03518479913122936
24031703502,3,0.027,0.20872073388145373
24031704600,3,0.001,1.3920802184647034
24033800520,0,0.326,0.03912285005582545
24031700606,3,0.001,0.6163823282834419
24031703601,0,0.188,-0.15563377246673948
24031701004,3,0.021,0.31221251590152554
24031705901,3,0.001,1.2047588488191237
24031700718,0,0.319,0.12904660224499198
24031701414,0,0.287,-0.005467680792107838
24031700309,0,0.29,0.05807838978873608
24031700818,0,0.43,0.026352815558592948
24031701315,3,0.018,0.29597126541318614
24031703902,0,0.15,-0.06707702807954175
24033800412,1,0.016,0.7513490935733339
24031701201,0,0.194,-0.0721278757941785
24031700611,0,0.437,0.07149769867545616
24033800519,0,0.338,0.002584591781864207
24031705100,3,0.001,0.954534887033145
24031700207,4,0.032,-0.03491175553256456
24031700101,0,0.299,0.10476196676246395
24031703401,1,0.019,0.46022560423831
24031703402,1,0.009,0.10319270612876251
24031703403,1,0.026,0.31391502366637564
24031700824,3,0.004,0.8629803490385973
24031702602,3,0.002,0.5567933631885439
24021767600,1,0.036,0.2351861672442206
24031701006,3,0.004,0.8022542977757906
24031701306,3,0.006,0.7019714776760566
24031703210,0,0.224,0.2048940744505001
24021752900,1,0.029,0.42958700230885805
24031703215,1,0.048,0.4512702287585857
24031700308,0,0.227,0.09303844941647338
24031703207,0,0.175,0.16903579365392518
24031704403,3,0.001,0.8943070789785091
24031701308,0,0.26,0.1580780327275789
24031701314,0,0.097,0.43652995536592476
24031701703,2,0.001,-0.03832383444186078
24031700731,1,0.02,1.0859127785104505
24033800609,0,0.319,0.09722606255896113
24031704200,3,0.016,0.5646497666227711
24031701216,3,0.013,0.7258446582928225
24031701211,0,0.227,0.24211260027741097
24031705200,3,0.001,1.040697959757047
24033800210,0,0.076,0.4469223243887002
24031701418,0,0.077,-0.12454641864180828
24031700905,0,0.122,0.38372645665732885
24031703209,0,0.449,0.0055979250730994155
24033800706,1,0.036,0.5940781959769122
24031700730,0,0.078,0.06708108882994483
24031704100,3,0.001,0.8597087948313608
24031700815,0,0.441,-0.0379242112519153
24033800216,2,0.042,-0.17712016428590785
24031700733,0,0.051,0.19809227600904522
24031700314,0,0.197,0.2996984612608393
24031700723,1,0.006,0.5112291589056397
24031700209,3,0.022,0.2752168145347208
24031703602,0,0.206,0.2677362171549749
24031706009,3,0.001,1.1597395394817385
24031700820,0,0.368,0.07844386321869841
24033800109,1,0.029,0.9734670415819936
24031700726,1,0.01,0.2562884248756887
24031705602,3,0.001,0.6872226488240791
24031701701,0,0.413,-0.0012649754425134833
24031705902,3,0.001,1.465715458781176
24031700833,0,0.391,0.027564888044477653
24031700812,0,0.11,0.14925723677736344
24033800701,2,0.011,-0.24433505398034305
24031702301,0,0.071,0.34283342461497673
24031701316,3,0.037,0.24814712034643177
24031703201,0,0.052,-0.08033370533890734
24031706007,3,0.001,1.2402408772378588
24031702604,3,0.001,0.5965926966523271
24021773500,0,0.499,-0.018200251331887577
24031703208,0,0.369,-0.05197634264341597
24031700400,0,0.144,0.12918390541440586
24033800211,1,0.028,0.40667419331396126
24031701408,0,0.337,0.01484285609661632
24033800518,0,0.392,-0.010518489639011556
24031701312,3,0.047,0.30558679255602816
24033800203,0,0.177,0.04568244586708666
24031703222,0,0.13,0.25129885174503847
24031701205,3,0.007,0.8286678426643512
24031701002,3,0.001,0.690465966926587
24031705601,3,0.001,1.168799846739315
24031702800,3,0.029,0.7643878951404425
24031702501,3,0.028,0.8228074493628931
24033800103,1,0.025,0.9330227115397846
24031700103,0,0.118,0.26534123607014826
24031701800,0,0.199,-0.046997727148840415
24031700317,3,0.022,0.4323484426514282
24031701407,0,0.443,-0.013698361280265036
24031705300,3,0.001,1.4864779886951107
24031700732,0,0.117,0.5824124552077092
24031704300,3,0.001,1.01131033270162
24031700813,0,0.071,0.10488896021373798
