Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2023,DC,District of Columbia,District of Columbia,11001,11001001304,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,8.1,,,6.3,10.3,"4,018","3,831",POINT (-77.0554702 38.9367508),11001001304,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,DC,District of Columbia,District of Columbia,11001,11001003500,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,2.0,,,1.6,2.3,"4,801","4,489",POINT (-77.024341 38.9223765),11001003500,HLTHOUT,COPD,CrdPrv,COPD
2023,DC,District of Columbia,District of Columbia,11001,11001003802,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,4.3,,,3.6,5.4,"3,911","3,546",POINT (-77.0393505 38.922971),11001003802,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2023,DC,District of Columbia,District of Columbia,11001,11001002101,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.9,,,10.0,14.1,"5,687","4,375",POINT (-77.0241312 38.9559119),11001002101,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,DC,District of Columbia,District of Columbia,11001,11001006600,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,3.5,,,2.5,5.1,"2,164","1,854",POINT (-76.9982439 38.8877585),11001006600,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,DC,District of Columbia,District of Columbia,11001,11001007502,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,5.2,,,4.7,5.8,"4,687","3,418",POINT (-76.9697843 38.8568592),11001007502,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001004902,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,66.6,,,62.1,70.7,"3,449","3,022",POINT (-77.0243932 38.9058867),11001004902,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2023,DC,District of Columbia,District of Columbia,11001,11001001401,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,4.7,,,3.9,5.7,"3,258","2,520",POINT (-77.0706075 38.9653036),11001001401,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001009802,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,53.6,,,48.7,58.2,"2,064","1,375",POINT (-76.9965578 38.8307312),11001009802,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,DC,District of Columbia,District of Columbia,11001,11001003000,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,3.1,,,2.8,3.5,"3,561","3,032",POINT (-77.0299525 38.9288689),11001003000,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001000803,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,5.5,,,4.4,6.7,"3,174","2,864",POINT (-77.0835217 38.9336425),11001000803,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,DC,District of Columbia,District of Columbia,11001,11001005202,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,17.6,,,14.9,20.5,"3,408","3,167",POINT (-77.0344946 38.911127),11001005202,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,DC,District of Columbia,District of Columbia,11001,11001009503,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.4,,,3.8,5.1,"3,106","2,532",POINT (-76.9845276 38.9434458),11001009503,HLTHOUT,STROKE,CrdPrv,Stroke
2023,DC,District of Columbia,District of Columbia,11001,11001000902,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,18.7,,,14.3,23.8,"2,317","1,731",POINT (-77.1077517 38.9285125),11001000902,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,DC,District of Columbia,District of Columbia,11001,11001007708,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,28.1,,,22.1,34.0,"2,574","1,900",POINT (-76.9606349 38.8871944),11001007708,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001000400,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.5,,,4.8,6.3,"1,643","1,410",POINT (-77.0649214 38.9227989),11001000400,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,DC,District of Columbia,District of Columbia,11001,11001007504,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,7.2,,,6.0,8.7,"2,730","1,960",POINT (-76.9796257 38.8609955),11001007504,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001003000,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,26.0,,,22.7,29.7,"3,561","3,032",POINT (-77.0299525 38.9288689),11001003000,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,DC,District of Columbia,District of Columbia,11001,11001005601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,10.4,,,8.1,13.1,"2,900","2,852",POINT (-77.0524317 38.901567),11001005601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,DC,District of Columbia,District of Columbia,11001,11001002001,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.4,,,22.3,32.9,"2,926","2,250",POINT (-77.0351061 38.9597034),11001002001,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,DC,District of Columbia,District of Columbia,11001,11001008001,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,68.0,,,64.8,71.1,"3,103","2,516",POINT (-76.9866524 38.8961726),11001008001,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001009801,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,21.5,,,18.3,25.3,"1,848","1,419",POINT (-76.9963306 38.8328939),11001009801,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,DC,District of Columbia,District of Columbia,11001,11001005802,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,20.6,,,16.1,25.9,"2,145","2,058",POINT (-77.0265766 38.8979674),11001005802,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,DC,District of Columbia,District of Columbia,11001,11001007807,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,41.4,,,37.2,45.5,"2,114","1,622",POINT (-76.9210632 38.8985783),11001007807,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001000202,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,77.1,,,73.3,80.6,"4,672","4,212",POINT (-77.0696362 38.9063048),11001000202,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,DC,District of Columbia,District of Columbia,11001,11001007803,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,79.0,,,75.0,82.6,"4,590","3,540",POINT (-76.9407751 38.8962674),11001007803,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2023,DC,District of Columbia,District of Columbia,11001,11001002802,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.1,,,19.4,27.3,"4,685","3,955",POINT (-77.0346327 38.9294344),11001002802,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,DC,District of Columbia,District of Columbia,11001,11001005501,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,17.4,,,14.7,20.5,"2,303","2,196",POINT (-77.0494324 38.9052766),11001005501,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,DC,District of Columbia,District of Columbia,11001,11001006802,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,31.3,,,27.5,35.6,"2,580","2,055",POINT (-76.9814483 38.8832158),11001006802,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,DC,District of Columbia,District of Columbia,11001,11001008803,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,6.7,,,5.6,7.9,"4,036","3,569",POINT (-76.9913622 38.9104603),11001008803,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,DC,District of Columbia,District of Columbia,11001,11001007203,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.4,,,8.4,10.6,"3,748","3,307",POINT (-76.9994857 38.8781777),11001007203,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,DC,District of Columbia,District of Columbia,11001,11001006500,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,16.4,,,14.2,18.9,"2,609","2,258",POINT (-77.0033314 38.883848),11001006500,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,DC,District of Columbia,District of Columbia,11001,11001007809,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,5.9,,,4.9,6.9,"3,155","2,391",POINT (-76.9321955 38.9015402),11001007809,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001009301,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,8.8,,,7.7,9.9,"3,853","3,104",POINT (-76.9864892 38.9307613),11001009301,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,DC,District of Columbia,District of Columbia,11001,11001002201,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.9,,,5.6,8.3,"3,485","2,755",POINT (-77.0232932 38.9491337),11001002201,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2023,DC,District of Columbia,District of Columbia,11001,11001007301,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,2.4,,,2.1,2.8,"3,841","2,645",POINT (-77.024445 38.834928),11001007301,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,DC,District of Columbia,District of Columbia,11001,11001000904,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,79.7,,,76.5,82.7,"3,148","2,405",POINT (-77.1036767 38.9366243),11001000904,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001005003,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.7,,,2.3,3.2,"2,143","2,058",POINT (-77.0307609 38.9074041),11001005003,DISABLT,VISION,CrdPrv,Vision Disability
2023,DC,District of Columbia,District of Columbia,11001,11001008802,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,39.6,,,35.1,44.1,"4,360","3,741",POINT (-76.9866786 38.9039498),11001008802,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,DC,District of Columbia,District of Columbia,11001,11001009507,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,6.2,,,5.6,6.9,"1,525","1,243",POINT (-76.9977787 38.9584945),11001009507,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,DC,District of Columbia,District of Columbia,11001,11001008903,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,7.2,,,5.8,8.7,"3,062","2,404",POINT (-76.977718 38.9041579),11001008903,HLTHOUT,COPD,CrdPrv,COPD
2023,DC,District of Columbia,District of Columbia,11001,11001003902,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,9.2,,,7.5,11.3,"2,022","1,849",POINT (-77.0452397 38.9257717),11001003902,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,DC,District of Columbia,District of Columbia,11001,11001000903,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,9.8,,,7.3,12.3,"4,202","3,953",POINT (-77.093331 38.9376821),11001000903,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001008904,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,75.6,,,72.6,78.2,"3,137","2,455",POINT (-76.9748514 38.9009808),11001008904,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001004802,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,13.1,,,11.2,14.9,"3,634","3,180",POINT (-77.0188917 38.9062118),11001004802,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,DC,District of Columbia,District of Columbia,11001,11001009301,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,3.7,,,3.1,4.3,"3,853","3,104",POINT (-76.9864892 38.9307613),11001009301,HLTHOUT,COPD,CrdPrv,COPD
2023,DC,District of Columbia,District of Columbia,11001,11001007406,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,15.6,,,13.5,18.2,"3,528","2,133",POINT (-76.9895582 38.8555543),11001007406,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,DC,District of Columbia,District of Columbia,11001,11001007404,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,5.7,,,4.7,6.8,"3,637","2,449",POINT (-76.9820932 38.8503364),11001007404,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001000501,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,4.0,,,3.2,4.8,"3,829","3,470",POINT (-77.051434 38.9264548),11001000501,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,DC,District of Columbia,District of Columbia,11001,11001000300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.2,,,8.1,10.4,"6,161","5,081",POINT (-77.0748728 38.9179099),11001000300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,DC,District of Columbia,District of Columbia,11001,11001007806,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.0,,,14.7,19.4,"3,457","2,888",POINT (-76.932552 38.9055926),11001007806,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2022,DC,District of Columbia,District of Columbia,11001,11001000702,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,27.5,,,22.5,32.6,"3,452","3,175",POINT (-77.077893 38.9241271),11001000702,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,DC,District of Columbia,District of Columbia,11001,11001002801,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,71.9,,,67.1,76.5,"4,398","3,721",POINT (-77.0345166 38.9349477),11001002801,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2023,DC,District of Columbia,District of Columbia,11001,11001006600,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,16.4,,,14.2,18.8,"2,164","1,854",POINT (-76.9982439 38.8877585),11001006600,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,DC,District of Columbia,District of Columbia,11001,11001000802,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,3.5,,,3.1,4.1,"3,327","2,669",POINT (-77.0896118 38.9126765),11001000802,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,32.0,,,28.0,36.1,"4,148","3,165",POINT (-76.9804319 38.8965543),11001007901,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,DC,District of Columbia,District of Columbia,11001,11001000101,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.3,,,1.2,1.5,"1,406","1,288",POINT (-77.0547765 38.9076994),11001000101,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001004702,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.1,,,0.9,1.2,"3,934","3,715",POINT (-77.0136108 38.9008601),11001004702,HLTHOUT,STROKE,CrdPrv,Stroke
2023,DC,District of Columbia,District of Columbia,11001,11001005302,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,17.9,,,13.7,22.6,"2,518","2,339",POINT (-77.0386443 38.9124517),11001005302,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,DC,District of Columbia,District of Columbia,11001,11001007100,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,11.1,,,9.5,12.8,"3,218","2,648",POINT (-76.986838 38.8771811),11001007100,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,DC,District of Columbia,District of Columbia,11001,11001001003,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.4,,,3.8,5.0,"3,111","2,257",POINT (-77.0930741 38.9492362),11001001003,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,DC,District of Columbia,District of Columbia,11001,11001002501,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.3,,,73.3,81.2,"2,688","2,190",POINT (-77.0317348 38.9446515),11001002501,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2023,DC,District of Columbia,District of Columbia,11001,11001007201,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,50.1,,,45.9,54.3,"2,985","2,786",POINT (-76.9999179 38.8738481),11001007201,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001009508,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.6,,,3.2,4.2,"4,243","3,497",POINT (-76.9985582 38.9536826),11001009508,HLTHOUT,STROKE,CrdPrv,Stroke
2023,DC,District of Columbia,District of Columbia,11001,11001009604,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.5,,,15.0,20.3,"1,996","1,640",POINT (-76.9585043 38.8931572),11001009604,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,DC,District of Columbia,District of Columbia,11001,11001007604,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,13.4,,,11.3,16.0,"3,803","3,083",POINT (-76.9638007 38.8660921),11001007604,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,DC,District of Columbia,District of Columbia,11001,11001007903,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,33.5,,,29.7,37.4,"1,865","1,509",POINT (-76.9743021 38.8964252),11001007903,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,DC,District of Columbia,District of Columbia,11001,11001005900,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,17.0,,,14.7,19.4,"2,617","2,543",POINT (-77.0149475 38.8959944),11001005900,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,DC,District of Columbia,District of Columbia,11001,11001003000,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.1,,,2.7,3.5,"3,561","3,032",POINT (-77.0299525 38.9288689),11001003000,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001004901,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,12.7,,,9.7,16.7,"3,380","2,925",POINT (-77.0244761 38.9113296),11001004901,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.9,,,3.3,4.5,"4,608","3,683",POINT (-76.9888946 38.9187926),11001009102,HLTHOUT,STROKE,CrdPrv,Stroke
2023,DC,District of Columbia,District of Columbia,11001,11001007604,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.1,,,4.4,5.9,"3,803","3,083",POINT (-76.9638007 38.8660921),11001007604,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001002501,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.9,,,74.0,84.9,"2,688","2,190",POINT (-77.0317348 38.9446515),11001002501,PREVENT,MAMMOUSE,CrdPrv,Mammography
2023,DC,District of Columbia,District of Columbia,11001,11001009503,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,26.9,,,21.2,33.5,"3,106","2,532",POINT (-76.9845276 38.9434458),11001009503,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,DC,District of Columbia,District of Columbia,11001,11001003801,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,3.5,,,3.0,4.0,"1,800","1,642",POINT (-77.0389415 38.9197759),11001003801,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,DC,District of Columbia,District of Columbia,11001,11001005502,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,3.5,,,3.1,4.0,"2,968","2,816",POINT (-77.0463615 38.9101768),11001005502,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,DC,District of Columbia,District of Columbia,11001,11001007601,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,18.0,,,14.9,21.2,"4,693","3,704",POINT (-76.9798185 38.8716327),11001007601,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,DC,District of Columbia,District of Columbia,11001,11001009601,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.1,,,4.4,5.9,"2,086","1,553",POINT (-76.9490606 38.90913),11001009601,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,DC,District of Columbia,District of Columbia,11001,11001000803,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,6.3,,,5.4,7.3,"3,174","2,864",POINT (-77.0835217 38.9336425),11001000803,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,DC,District of Columbia,District of Columbia,11001,11001007504,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.2,,,11.7,14.8,"2,730","1,960",POINT (-76.9796257 38.8609955),11001007504,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001005502,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,27.1,,,22.3,32.1,"2,968","2,816",POINT (-77.0463615 38.9101768),11001005502,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,DC,District of Columbia,District of Columbia,11001,11001007807,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,8.3,,,7.2,9.6,"2,114","1,622",POINT (-76.9210632 38.8985783),11001007807,DISABLT,VISION,CrdPrv,Vision Disability
2023,DC,District of Columbia,District of Columbia,11001,11001007708,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,23.2,,,20.3,26.4,"2,574","1,900",POINT (-76.9606349 38.8871944),11001007708,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,DC,District of Columbia,District of Columbia,11001,11001003901,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,16.4,,,14.1,19.0,"2,598","2,428",POINT (-77.0401076 38.9254851),11001003901,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,DC,District of Columbia,District of Columbia,11001,11001007407,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,30.7,,,26.1,35.6,"3,491","2,591",POINT (-76.9850206 38.8574823),11001007407,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,DC,District of Columbia,District of Columbia,11001,11001002202,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.6,,,4.1,5.0,"3,339","2,556",POINT (-77.0118821 38.9479653),11001002202,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,DC,District of Columbia,District of Columbia,11001,11001002600,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,77.2,,,74.2,80.0,"2,592","2,021",POINT (-77.0404553 38.9464323),11001002600,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001000802,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,5.2,,,3.7,7.0,"3,327","2,669",POINT (-77.0896118 38.9126765),11001000802,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,DC,District of Columbia,District of Columbia,11001,11001007409,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,21.9,,,19.1,24.7,"3,835","2,579",POINT (-76.975165 38.8445818),11001007409,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2022,DC,District of Columbia,District of Columbia,11001,11001000102,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,76.2,,,72.2,79.9,"3,417","2,929",POINT (-77.0620045 38.905422),11001000102,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2023,DC,District of Columbia,District of Columbia,11001,11001007202,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,47.1,,,43.3,50.9,"4,303","4,152",POINT (-77.0070741 38.8786426),11001007202,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001004703,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,21.0,,,16.1,26.7,"3,331","3,067",POINT (-77.0170713 38.9034762),11001004703,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,DC,District of Columbia,District of Columbia,11001,11001004001,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,29.1,,,25.6,33.0,"3,941","3,596",POINT (-77.0462674 38.9208738),11001004001,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,DC,District of Columbia,District of Columbia,11001,11001009201,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.4,,,2.9,3.9,"3,103","2,663",POINT (-76.9990184 38.9287161),11001009201,DISABLT,VISION,CrdPrv,Vision Disability
2023,DC,District of Columbia,District of Columbia,11001,11001007408,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.8,,,10.3,18.2,"2,867","1,884",POINT (-76.9706266 38.8525662),11001007408,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,DC,District of Columbia,District of Columbia,11001,11001007100,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,17.9,,,15.5,20.4,"3,218","2,648",POINT (-76.986838 38.8771811),11001007100,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,DC,District of Columbia,District of Columbia,11001,11001008100,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,19.0,,,16.4,21.8,"3,153","2,601",POINT (-76.9925272 38.893171),11001008100,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001007304,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,47.7,,,42.6,52.5,"4,410","3,210",POINT (-76.9855591 38.8417979),11001007304,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,DC,District of Columbia,District of Columbia,11001,11001009510,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,75.6,,,71.2,79.6,"4,525","3,296",POINT (-77.0046255 38.9455978),11001009510,PREVENT,CHECKUP,CrdPrv,Annual Checkup
